RECORD_NO	AGENCY_CD	SITE_NO	MEDIUM_CD	SAMPLE_START_DT	SAMPLE_START_SG	SAMPLE_START_TZ_CD	SAMPLE_START_LOCAL_TM_FG	SAMPLE_END_DT	SAMPLE_END_SG	SAMPLE_END_TZ_CD	SAMPLE_END_LOCAL_TM_FG	SAMPLE_ID	TM_DATUM_RLBLTY_CD	ANL_STAT_CD	HYD_COND_CD	SAMP_TYPE_CD	HYD_EVENT_CD	PROJECT_CD	AQFR_CD	LAB_NO	TU_ID	BODY_PART_ID	COLL_ENT_CD	SIDNO_PARTY_CD	SAMPLE_CN	SAMPLE_CR	SAMPLE_MN	SAMPLE_MD	STATION_NM	DEC_LAT_VA	DEC_LONG_VA	HUC_CD	Stream width	Temperature, water	Temperature, air	Air pressure	Discharge, instant.	No. of sampling pts.	Gage height	Specific cond at 25C	Dissolved oxygen	pH	ANC, wu,fxdEP,fld	Alkalinity, wf,fixedEP,field	Phosphorus, wu	Phosphorus, wf	Calcium, wf	Calcium, wu,recov	Magnesium, wf	Magnesium, wu,recov	Sodium, wu,recov	Sodium, wf	Potassium, wf	Potassium, wu,recov	Chloride, wf	Sulfate, wf	Sulfate, wu	Silica, wu	Silica, wf	Silica, wu.1	Arsenic, wu	Vanadium, wu	Arsenic, wf	Barium, wf	Barium, wu,recov	Beryllium, wf	Beryllium, wu,recov	Bismuth, wf	Bismuth, wu	Cadmium, wf	Chromium, wf	Chromium, wu,recov	Cobalt, wf	Cobalt, wu,recov	Copper, wf	Copper, wu,recov	Iron, wu,recov	Iron, wf	Iron(II), wf	Lead, wf	Lead, wu,recov	Manganese, wu,recov	Manganese, wf	Thallium, wf	Thallium, wu	Molybdenum, wf	Molybdenum, wu,recov	Nickel, wf	Nickel, wu,recov	Silver, wf	Silver, wu,recov	Strontium, wf	Strontium, wu,recov	Vanadium, wf	Zinc, wf	Zinc, wu,recov	Antimony, wf	Antimony, wu	Aluminum, wu,recov	Aluminum, wf	Cerium, wf	Cerium, wu	Cadmium, wu,recov	Cesium, wf	Cesium, wu	Gallium, wf	Gallium, wu	Germanium, wf	Germanium, wu	Lithium, wf	Lithium, wu,recov	Rubidium, wf	Rubidium, wu	Selenium, wf	Selenium, wu	Titanium, wf	Titanium, wu	Tungsten, wu	Tungsten, wf	Zirconium, wf	Zirconium, wu	Lanthanum, wf	Lanthanum, wu	Scandium, wf	Scandium, wu	Ytterbium, wf	Ytterbium, wu	Yttrium, wf	Yttrium, wu	Terbium, wu	Gadolinium, wu	Europium, wu	Neodymium, wu	Praseodymium, wu	Niobium, wu	Lutetium, wu	Thulium, wu	Erbium, wu	Holmium, wu	Oil & grease, severity	Suds or foam, severity	Float.Garbage, svrty	Floating algae mats, severity	Odor, severity	Dead fish, severity	Floating debris, severity	Turbidity, severity	Tritium, wu	Uranium, wf	Uranium, wu	Bicarbonate, wu,Gran,field	Alkalinity,wf,Gran,field	ANC, wu,Gran,field	Transit rate, sampler	Site visit purpose	Erbium, wf	Europium, wf	Gadolinium, wf	Holmium, wf	Neodymium, wf	Niobium, wf	Praseodymium, wf	Terbium, wf	Thulium, wf	Lutetium, wf	Bicarbonate, wf, Gran, field	Hydrogen sulfide, wu	Sample purpose	Sample source	Sampling condition	Sample location, downstream	Sample location, upstream	Tritium 2scu, wu	Sulfur, wu	Stream velocity	H-2/H-1 ratio, wu	delta O-18, wu	Tantalum, wu	Tantalum, wf	Samarium, wu	Samarium, wf	Dysprosium, wu	Dysprosium, wf	Thorium, wu	Thorium, wf	Sampling method	Sampler type	Sample splitter type	Iron(III), calculated, wf	Type of replicate	Type of QA data	Topical QC data purpose	SpecCond,wu25degCLab	Type of blank solution	Source of blank solution	Type of blank sample	Source of reference material	Lot No, 1st, inorg grade watr
01202488	USGS 	391443106225701	WSQ	2012-05-30 09:47:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	5	7	9	009YD0100	NA	1780204	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 17:00:03	qwdxco  	2012-07-26 11:40:19	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	NA	NA	NA	1.5 	7.05 	NA	538.4 	NA	1 	NA	58 	6.69 	6.71 	NA	17.5 	NA	NA	5.24391115 	5.27180182 	1.91050806 	1.91467716 	2.7993384 	2.77320026 	.59509162 	.6028773 	.142 	10.612 	NA	NA	11.2502173 	11.4818849 	.74522139 	.17111482 	.39480943 	18.0203017 	20.3182331 	NA	NA	NA	NA	.01586093 	.1980968 	.19429667 	.13784647 	.23996094 	.58032028 	.55572223 	672.483349 	141.409289 	NA	.04253975 	.30321865 	124.342871 	62.5350915 	NA	NA	.16735018 	.17803716 	.36872636 	.4337525 	.02 <	.02 <	25.8657671 	25.0095346 	.05656286 	35.5834774 	40.1143594 	NA	NA	80.9535144 	12.537569 	NA	NA	.04226809 	NA	NA	NA	NA	NA	NA	.73878061 	.76255189 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.02816603 	.06679162 	NA	15.6 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.1 	NA	10 	NA	NA	NA	NA	NA	3.30172315 	NA	-132.05 	-17.22 	NA	NA	NA	NA	NA	NA	NA	NA	70 	8010 	200 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
01202489	USGS 	391443106225701	OAQ	2012-05-30 09:52:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	X	2	X	009YD0100	NA	1780207	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 17:00:03	qwdxco  	2012-07-26 11:40:19	SBG-0 STRAWBERRY GULCH AT MOUTH NR LEADVILLE, CO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.036 <	.036 <	.013 <	.013 <	.047 <	.047 <	.011 <	.011 <	.06 <	.09 <	NA	NA	.03797684 	.02353115 <	.03 <	.01 <	.03 <	.23426277 	.21549112 	NA	NA	NA	NA	.01 <	.05772613 	.1631873 	.02945232 	.002 <	.16961399 	.06650389 	2 <	2 <	NA	.01731359 	.00693456 	1 <	1 <	NA	NA	.01 <	.01 <	.08 <	.08 <	.02 <	.02 <	.3 <	.3 <	.01 <	1 <	1 <	NA	NA	4.62280624 	4.93833483 	NA	NA	.01 <	NA	NA	NA	NA	NA	NA	.1 <	.1 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.00393899 	.00354196 	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	NA	NA	NA	.05699408 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8010 	200 	NA	NA	NA	NA	NA	10 	10 	100 	NA	81103 
01202490	USGS 	391504106225201	OAQ	2012-05-31 09:32:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	X	2	X	009YD0100	NA	1780176	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 17:00:09	qwdxco  	2012-07-30 11:40:14	LSG-0 LITTLE SUGARLOAF GULCH US FROM DINERO MINE D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.036 <	.10008931 	.013 <	.02183181 	.047 <	.047 <	.011 <	.011 <	.06 <	.09 <	NA	NA	.04544979 	.0548467 	.03 <	.01132842 	.03 <	.2651325 	.91860225 	NA	NA	NA	NA	.01 <	.068778 	.06499548 	.03895613 	.002 <	.18049947 	.08450857 	12.0085111 	2 <	NA	.00679552 	.00786735 	13.3250971 	1 <	NA	NA	.01 <	.01 <	.08 <	.08 <	.02 <	.02272468 	.3 <	.3 <	.01 <	1.74092541 	2.862095 	NA	NA	60.350193 	6.9010887 	NA	NA	.01 <	NA	NA	NA	NA	NA	NA	.1 <	.1 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.00530712 	.05423901 	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10 	NA	NA	NA	NA	NA	.10002583 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	8010 	200 	NA	NA	NA	NA	NA	10 	10 	100 	NA	NA
01202491	USGS 	391504106225001	WGQ	2012-05-31 10:17:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	5	7	9	009YD0100	NA	1780186	NA	NA	USGSCOWC	NA	tmills  	2012-06-21 17:00:10	qwdxco  	2012-07-26 11:40:20	SC00908019CBA2 LSGS-0A	NA	NA	NA	6 	7.39 	NA	541 	NA	1 	NA	328 	6.39 	5.92 	NA	9.9 	NA	NA	30.9617565 	31.3722848 	9.91770262 	10.1757317 	5.4490199 	5.3062257 	1.81778609 	1.87680245 	.269 	126.109 	NA	NA	14.1881386 	14.5396091 	.04203494 	.13579678 	.03825773 	87.6100828 	102.932899 	NA	NA	NA	NA	.09597672 	.18188988 	.23272552 	.05928154 	.07432564 	.17249296 	.2513181 	93.1908861 	17.0958628 	NA	.03488637 	.17243737 	6.03312178 	4.73660375 	NA	NA	.28541601 	.33578367 	3.6080198 	3.91672465 	.02 <	.02 <	151.784413 	160.925303 	.02383802 	77.8533537 	82.6553115 	NA	NA	60.3556909 	7.52608448 	NA	NA	.11249865 	NA	NA	NA	NA	NA	NA	2.15778982 	2.29065247 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.05998264 	.09333315 	NA	7.9 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.7 	NA	10 	NA	NA	NA	NA	NA	40.5331117 	NA	-140.05 	-18.22 	NA	NA	NA	NA	NA	NA	NA	NA	70 	8010 	200 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
01203972	USGS 	391500106224901	WGQ	2012-09-20 11:37:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	4	7	9	009YD1900	NA	3000207	NA	NA	USGSCOWC	NA	kwaltond	2012-10-26 14:07:28	qwdxco  	2013-02-18 12:40:09	UNNAMED MINE DRAINAGE TUNNEL BLW TURQ LK NR LEADVI	NA	NA	NA	NA	6.59 	NA	538.3 	.0185 	NA	NA	479 	4.54 	4.43 	NA	.1 <	NA	NA	55.0817648 	54.1363977 	13.5690551 	13.3243668 	5.58715911 	7.4663922 	3.00113607 	2.64955875 	.279 	234.655 	NA	NA	25.8321946 	23.0808509 	.26484735 	.03394098 	.08084494 	24.487776 	24.2586515 	NA	NA	NA	NA	18.4814852 	.54070189 	.71976346 	2.47325195 	2.53359545 	20.4338202 	20.9632879 	1054.65973 	93.7761733 	NA	.13560983 	.90120001 	9313.79723 	9285.99552 	NA	NA	.01 <	.01446683 	28.5869926 	28.6547574 	.02 <	.64123677 	231.354604 	228.130999 	.01579571 	5230.3261 	4942.249 	NA	NA	1611.26875 	1614.34309 	NA	NA	18.5754968 	NA	NA	NA	NA	NA	NA	5.4930372 	5.31489864 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	1.59272501 	1.85551501 	NA	-3.8 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	170 	NA	NA	NA	NA	NA	71.283926 	NA	-128.82 	-17.03 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	20 	NA	NA	NA	NA	NA	NA	NA	NA
01203973	USGS 	391501106225401	OAQ	2012-09-20 15:32:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	X	2	X	009YD1900	NA	3000217	NA	NA	USGSCOWC	NA	kwaltond	2012-10-26 14:07:31	qwdxco  	2013-02-18 12:40:09	SLG-01 SUGARLOAF GULCH US FROM DINERO MINE DRNG TU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	NA	.08 <	.08 <	.013 <	.013 <	.047 <	.047 <	.00587003 	.00557722 	.06 <	.09 <	NA	NA	.10695977 <	.10695977 <	.03 <	.01 <	.03 <	.23674877 	.19663 	NA	NA	NA	NA	.01 <	.08607808 	.0527456 	.02906368 	.01 <	.1 <	.1 <	5 <	5 <	NA	.006 <	.00816565 	18.7782397 	5 <	NA	NA	.01 <	.01 <	.02 <	.02 <	.02 <	.02 <	.3 <	.3 <	.01 <	2 <	2 <	NA	NA	8.2499513 	8.52663674 	NA	NA	.01 <	NA	NA	NA	NA	NA	NA	.1 <	.1 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.00553141 	.00433149 	NA	0 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	170 	NA	NA	NA	NA	NA	.14998442 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	3071 	200 	NA	NA	NA	NA	5 <	10 	10 	100 	NA	81202 
01203974	USGS 	391510106241001	WGQ	2012-09-21 09:47:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	4	7	9	009YD1900	NA	3000180	NA	NA	USGSCOWC	NA	kwaltond	2012-10-26 14:07:32	qwdxco  	2013-01-31 12:40:12	SC00908124BCCB1 CG-05 CABIN SHAFT NR COLORADO GULC	NA	NA	NA	NA	4.74 	NA	522.2 	NA	1 	NA	538 	.21 	5.31 	NA	9 	NA	NA	21.0880815 	21.05159 	15.0247232 	16.1293898 	3.09737614 	3.0213268 	2.54896403 	2.65433487 	.258 	296.543 	NA	NA	34.9505576 	35.5173441 	38.9267056 	.23155762 	31.6716773 	10.4305044 	9.71011839 	NA	NA	NA	NA	4.36851595 	.14338917 	.27642854 	26.2879832 	26.4723736 	.21231055 	.51213486 	44121.2967 	42567.7042 	NA	.51279788 	1.33021821 	43837.5898 	42314.473 	NA	NA	.02110205 	.063887 	35.4216841 	35.9274422 	.02 <	.02 <	55.2694408 	53.1786705 	.01268562 	6969.22105 	7285.55979 	NA	NA	1274.61318 	960.953721 	NA	NA	4.35796203 	NA	NA	NA	NA	NA	NA	3.71954234 	3.97859743 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3 	0 	0 	0 	0 	0 	3 	1 	NA	1.83469632 	1.8405431 	NA	6.64 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.4 	NA	170 	NA	NA	NA	NA	NA	90.4807103 	NA	-139.51 	-18.49 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	20 	NA	NA	NA	NA	NA	NA	NA	NA
01203975	USGS 	391414106231001	OAQ	2012-09-21 12:32:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	X	2	X	009YD1900	NA	3000188	NA	NA	USGSCOWC	NA	kwaltond	2012-10-26 14:07:33	qwdxco  	2013-01-31 12:40:12	CG-01 COLORADO GULCH UPSTREAM FROM MOUTH NR LEADVI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.08 <	.08 <	.013 <	.013 <	.047 <	.047 <	.005 <	.005 <	.06 <	.09 <	NA	NA	.10695977 <	.10695977 <	.03 <	.01 <	.03 <	.04180208 	.04 <	NA	NA	NA	NA	.01 <	.08491073 	.08538497 	.02051326 	.01 <	.1 <	.1 <	5 <	5 <	NA	.0086931 	.006 <	5 <	5 <	NA	NA	.01 <	.01 <	.02 <	.02 <	.02 <	.02 <	.3 <	.3 <	.01 <	2 <	2 <	NA	NA	5 <	5 <	NA	NA	.01127468 	NA	NA	NA	NA	NA	NA	.1 <	.1 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.00249921 	.002 <	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170 	NA	NA	NA	NA	NA	.14998442 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	3044 	200 	NA	NA	NA	NA	5 <	10 	10 	100 	NA	81202 
01203976	USGS 	391504106225200	OAQ	2012-09-20 09:12:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	X	2	X	009YD1900	NA	3000199	NA	NA	USGSCOWC	NA	kwaltond	2012-10-26 14:07:34	qwdxco  	2013-02-18 12:40:09	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	NA	.08 <	.08 <	.013 <	.013 <	.047 <	.047 <	.00806752 	.005 <	.06 <	.09 <	NA	NA	.10695977 <	.10695977 <	.03 <	.01 <	.03 <	.08692803 	.59054971 	NA	NA	NA	NA	.01 <	.04647365 	.09449251 	.01225091 	.01 <	.78807491 	.1 <	5 <	5 <	NA	.006 <	.006 <	5 <	7.15302527 	NA	NA	.01 <	.01 <	.0227805 	.02 <	.02 <	.02 <	.3 <	.3 <	.01 <	2 <	2 <	NA	NA	13.0268817 	9.34282853 	NA	NA	.01 <	NA	NA	NA	NA	NA	NA	.1 <	.1 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.00241463 	.00760034 	NA	0 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	170 	NA	NA	NA	NA	NA	.14998442 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	3071 	200 	NA	NA	NA	NA	5 <	10 	10 	100 	NA	81202 
01203977	USGS 	391517106223801	WGQ	2012-09-20 15:07:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	4	7	9	009YD1900	NA	3000216	NA	NA	USGSCOWC	NA	kwaltond	2012-10-26 14:07:37	qwdxco  	2013-02-18 12:40:10	BARTLETT MINE DRAINAGE TUNNEL BLW TURQ LAKE NR LEA	NA	NA	NA	1 	6.25 	NA	534.8 	.039 	1 	NA	189 	4.89 	5.73 	NA	11.4 	NA	NA	18.7848162 	19.2931924 	6.11385041 	6.45472682 	4.03312725 	3.76836947 	1.23333358 	1.27823609 	.299 	69.972 	NA	NA	17.0615116 	20.0739387 	2.47779692 	.01434118 	.62342949 	28.3914032 	28.3384407 	NA	NA	NA	NA	2.71102652 	.02742768 	.07744422 	3.27361152 	3.41856511 	4.5844004 	5.61877196 	1662.50781 	5 <	NA	.03360767 	2.8006374 	2186.40312 	2003.70427 	NA	NA	.01 <	.17620888 	5.07437585 	5.40881197 	.02 <	.05401612 	88.3942395 	89.7561171 	.01 <	510.417124 	546.768058 	NA	NA	149.521446 	126.953701 	NA	NA	2.90886646 	NA	NA	NA	NA	NA	NA	2.36608957 	2.41533878 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.07147099 	.12822765 	NA	9.2 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3 	NA	170 	NA	NA	NA	NA	NA	25.2348065 	NA	-140.25 	-18.52 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	20 	NA	NA	NA	NA	NA	NA	NA	NA
01203978	USGS 	391512106230001	OAQ	2012-09-21 09:22:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	X	2	X	009YD1900	NA	3000186	NA	NA	USGSCOWC	NA	kwaltond	2012-10-26 14:07:39	qwdxco  	2013-01-31 12:40:12	SC00908019BCCA1 LSGS-03 LITTLE SUGARLOAF GL SEEP 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.08 <	.08 <	.013 <	.013 <	.047 <	.047 <	.005 <	.005 <	.06 <	.09 <	NA	NA	.10695977 <	.10695977 <	.03 <	.01 <	.03 <	.04 <	.04 <	NA	NA	NA	NA	.01 <	.0668286 	.02961218 	.01 <	.01 <	.1 <	.11431844 	5 <	5 <	NA	.00761814 	.006 <	5 <	5 <	NA	NA	.01 <	.01 <	.02 <	.02 <	.02 <	.02 <	.3 <	.3 <	.01 <	2 <	2 <	NA	NA	5 <	5 <	NA	NA	.01 <	NA	NA	NA	NA	NA	NA	.1 <	.1 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.002 <	.002 <	NA	NA	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170 	NA	NA	NA	NA	NA	.14998442 <	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8010 	3071 	200 	NA	NA	NA	NA	5 <	10 	10 	100 	NA	81202 
01203979	USGS 	391516106230301	WGQ	2012-09-21 09:57:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	4	7	9	009YD1900	NA	3000182	NA	NA	USGSCOWC	NA	kwaltond	2012-10-26 14:07:40	qwdxco  	2013-02-18 12:40:10	SC00908019BCBB1 LSGS-04 LITTLE SUGARLOAF GL SEEP 4	NA	NA	NA	1 	7.8 	NA	536.9 	.00549 	1 	NA	864 	7.75 	5 	NA	1.6 	NA	NA	114.815881 	110.537725 	41.1740614 	40.1346803 	9.29677433 	9.52801382 	4.11375566 	4.10882114 	.301 	489.306 	NA	NA	24.8089721 	21.4443331 	.17501382 	.04749168 	.12935829 	34.4281132 	36.5753458 	NA	NA	NA	NA	42.413982 	.34324673 	.40585013 	.11592837 	.12704399 	24.3473931 	24.9384289 	40.4156566 	14.8306883 	NA	.94601108 	2.7801906 	5788.08851 	5759.68879 	NA	NA	.01118511 	.02123374 	82.8427844 	82.2122362 	.02 <	.09590323 	512.275092 	522.130756 	.01582058 	5158.26526 	5181.42889 	NA	NA	1486.68846 	1501.24599 	NA	NA	44.0388487 	NA	NA	NA	NA	NA	NA	6.38517761 	6.26732056 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0 	0 	0 	0 	0 	0 	0 	0 	NA	.87448121 	.95424544 	NA	-.9 	NA	NA	1001 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	NA	170 	NA	NA	NA	NA	NA	148.43444 	NA	-140.7 	-18.57 	NA	NA	NA	NA	NA	NA	NA	NA	70 	3071 	200 	NA	20 	NA	NA	NA	NA	NA	NA	NA	NA
01304602	USGS 	391504106225200	WGQ	2013-05-30 12:37:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	6	7	9	009YD0200	NA	2340119	NA	NA	USGSCOWC	NA	kwaltond	2013-11-26 21:07:37	qwdxco  	2013-12-05 12:40:17	DINERO MINE DRAINAGE TUNNEL BLW TURQUOISE LK NR LE	NA	NA	NA	3 	8.57 	NA	531 	.031 	1 	NA	870 	7.96 	6.74 	NA	20.1 	.09 	.01 <	82.8 	92.6 	25.4 	30.3 	9.3 	8 	1.5 	1.8 	.355 	481.852 	420 	25.67235179 	19.89607264 	NA	3.9 	.5 <	1.9 	31.7 	33.2 	.11 	.1 	.2 <	.2 <	.18 	1 <	1 <	7.6 	7.1 	5 	4.6 	9700 	7000 	7034.56 	.3 	.3 	17900 	17700 	.1 <	.1 <	2 <	2 <	7.8 	6.9 	1 <	1 <	277 	279 	.5 <	3200 	3080 	.4 	.9 	32.3 	10.2 	.04 	.15 	.44 	.39 	.41 	.19 	.24 	.05 <	.05 <	18.4 	9.2 	6.5 	6.7 	1 <	1.9 	4.3 	3.7 	.5 <	.5 <	.22 	.2 <	.02 	.071 	.6 <	1.9 	.02 	.02 	.03 	.08 	.01 	.03 	.01 	.093 	.03 	.39 	.1 <	.005 <	.02 	.005 <	0 	0 	0 	4 	0 	0 	0 	0 	NA	.1 <	.1 <	NA	18.3 	NA	NA	1001 	.02 	.01 	.03 	.005 <	.05 	.2 <	.01 <	.01 	.005 <	.1 <	22.4 	NA	10 	NA	NA	50 	NA	NA	NA	.5 	-143.6 	-18.97 	.49 	.1 	.03 	.03 	.02 	.02 	.3 	.2 <	70 	3071 	200 	82.44 	20 	NA	NA	NA	NA	NA	NA	NA	NA
01304603	USGS 	391600106235701	OAQ	2013-05-30 14:32:00	m	MST   	Y	NA	NA	NA	NA	NA	K	I	X	2	X	009YD0200	NA	2340126	NA	NA	USGSCOWC	NA	kwaltond	2013-11-26 21:07:40	qwdxco  	2013-12-05 12:40:18	TLS-05 TURQUOISE LAKE SOUTH 5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	.04 	.04 	.2 <	.2 <	.011 	.01 <	1.3 	.16 	.04 	.03 <	.06 <	.09 <	2 <	.2 <	.2 <	NA	1.1 	.5 <	1 <	.8 	.8 	.08 	.08 	.2 <	.2 <	.32 	1 <	1 <	.09 	.13 	.5 <	1.8 	50 <	50 <	9 <	.3 	.3 	.3 	1.6 	.1 <	.1 <	2 <	2 <	.4 <	1.8 	1 <	1 <	.5 <	.5 <	.5 <	4 	6.7 	.7 	.6 	14.9 	10.6 	.01 <	.05 	.25 	.02 <	.02 <	.05 <	.05 <	.05 <	.071 	12.3 	11.2 	1 <	1 <	1 <	1.4 	.99 	.5 <	.5 <	.5 <	.2 <	.2 <	.01 <	.01 <	.6 <	.6 <	.02 	.02 	.01 <	.06 	.01 	.03 	.01 	.04 	.01 <	.3 	.1 <	.005 <	.02 	.009 	NA	NA	NA	NA	NA	NA	NA	NA	NA	.1 <	.1 <	NA	NA	NA	NA	1001 	.02 	.01 	.03 	.006 	.02 	.2 <	.01 <	.01 	.005 <	.1 <	NA	NA	170 	NA	NA	NA	NA	NA	NA	NA	NA	NA	.47 	.26 	.051 	.03 	.02 	.02 	.61 	.42 	8010 	3071 	200 	9 <	NA	NA	NA	NA	10 	10 	100 	NA	NA
